station_name,station_code,state,railway_zone_code,latitude,longitude,is_junction,route_count,station_count_in_state
MADHAVNAGAR,MDVR,Maharashtra,CR,16.886605,74.575493,False,1,754.0
MARWAR MUNDWA,MDW,Rajasthan,,27.063606,73.815965,True,8,645.0
MUDARIA,MDXR,Madhya Pradesh,,23.3586036574,81.0950669171,False,0,614.0
MASAIPET,ME,Andhra Pradesh,SCR,17.8805365542,78.4669570667,True,2,574.0
MEDCHAL,MED,Andhra Pradesh,SCR,17.639335,78.474557,True,10,574.0
Methai,MEE,Bihar,ECR,25.907006000000003,86.72458900000001,False,0,711.0
MELENG,MEG,Assam,,26.794395,94.305982,False,0,278.0
MELALATHUR,MEH,Tamil Nadu,,12.917803,78.875384,False,0,557.0
VANCHIMANIYACHI,MEJ,Tamil Nadu,SR,8.882102999999999,77.890651,True,40,557.0
Melakkonnakkulam,MEKM,Tamil Nadu,SR,9.724593,78.46655700000001,False,0,557.0
MAU AIMMA,MEM,Uttar Pradesh,NR,25.698324,81.91377,True,4,1205.0
MEENAPUR,MENP,Bihar,,25.6140514163,87.8024827136,False,0,711.0
MAHIDPUR ROAD,MEP,Madhya Pradesh,,23.567509,75.500338,True,11,614.0
MALETHU KANAK,MEQ,Uttar Pradesh,NR,26.60377,82.124891,False,0,1205.0
METPANJRA,MER,Maharashtra,,21.26917,78.65915899999999,False,0,754.0
MADURAI EAST,MES,Tamil Nadu,SR,9.908505,78.134188,False,0,557.0
MALERKOTLA,MET,Punjab,NR,30.529403,75.87169200000001,True,19,297.0
Methi Tikur,METR,Uttar Pradesh,,26.698845,80.418467,False,0,1205.0
MENDU,MEU,Uttar Pradesh,,27.614247,78.09995699999999,False,0,1205.0
Marhaura,MEW,Bihar,NER,25.969081,84.850984,False,0,711.0
MUKERIAN,MEX,Punjab,NR,31.941873,75.61183799999999,True,25,297.0
MAKURIA,MFA,Bihar,,25.6292447936,87.88715343380001,False,0,711.0
MUSTAFABAD,MFB,Haryana,,30.181009,77.123303,False,0,201.0
MAHRAULI,MFH,Uttar Pradesh,,28.663865,77.468815,False,0,1205.0
Muftiganj,MFJ,Uttar Pradesh,NER,25.700913,82.827774,True,2,1205.0
MUSAFIR KHANA,MFKA,Uttar Pradesh,,26.379585,81.79981699999999,True,22,1205.0
MISRAULI,MFL,Uttar Pradesh,,26.1143704217,81.84839619259999,True,5,1205.0
MAHALAM,MFM,Punjab,NR,31.018428,74.706748,False,0,297.0
MUZAFFARPUR JN,MFP,Bihar,,26.122311,85.378006,True,100,711.0
MAHROI,MFQ,Madhya Pradesh,WCR,23.951414,80.919501,True,2,614.0
Mandla Fort,MFR,Madhya Pradesh,SECR,22.586017,80.355908,False,0,614.0
MADARAHA,MFX,Uttar Pradesh,NCR,25.273637,81.764284,False,0,1205.0
MALAHAR,MFZ,West Bengal,,25.303709,87.95782,False,0,713.0
Modelgram,MG,Punjab,NR,30.891527,75.83618299999999,False,0,297.0
Morgram,MGAE,West Bengal,ER,24.304919,88.018413,True,4,713.0
Mudigubba,MGB,Andhra Pradesh,SCR,14.349934,77.994996,True,2,574.0
MUGAT,MGC,Maharashtra,SCR,19.17485,77.427262,True,6,754.0
MUGAD,MGD,Karnataka,SWR,15.46241,74.915401,False,0,416.0
Magardharra Ph,MGDR,Madhya Pradesh,,21.9661929569,80.12555929080001,False,0,614.0
MIGRENDISA,MGE,Assam,NFR,25.171242,93.061557,False,0,278.0
Mandagere,MGF,Karnataka,SWR,12.730158,76.378905,True,4,416.0
MANGLIYA GAON,MGG,Madhya Pradesh,WR,22.815074,75.91805099999999,True,6,614.0
Manigachi,MGI,Bihar,ECR,26.213719,86.146605,False,0,711.0
MULANGUNNATHUKAVU,MGK,Kerala,,10.596939,76.207809,False,0,183.0
Mungiakami,MGKM,Tripura,NFR,23.8838302513,91.7101089758,False,0,17.0
MANGELA,MGL,Karnataka,?,16.223191,75.74938300000001,True,2,416.0
MANIGRAM,MGLE,West Bengal,ER,24.3428549076,88.107881626,True,2,713.0
Mangli,MGLI,Maharashtra,,20.643535999999997,79.666123,False,0,754.0
MANGOLPURI,MGLP,Delhi NCT,NR,28.6832457826,77.0905744531,False,1,28.0
Muragacha,MGM,West Bengal,ER,23.529636,88.421243,True,4,713.0
MCCLUSKIEGANJ,MGME,Jharkhand,,23.651781,84.940855,True,4,270.0
MUGHAL SARAI MARSHALING YARD,MGMY,Uttar Pradesh,,25.287126389900003,83.1361698425,False,0,1205.0
MEGHNAGAR,MGN,Madhya Pradesh,,22.907459,74.539834,True,41,614.0
MAHISGAON,MGO,Maharashtra,CR,18.111324,75.501817,False,0,754.0
MUNDA GOPAL ASHRAM,MGPA,Uttar Pradesh,,27.255493,81.139283,False,0,1205.0
MANGARPATTI HALT,MGPI,Bihar,,26.371005066,86.1100315369,False,0,711.0
Munger,MGR,Bihar,ER,25.3771111,86.4813897,False,0,711.0
MAGARDOH,MGRD,Madhya Pradesh,,22.248104,77.894738,False,0,614.0
MANGROLLA,MGRL,Gujarat,,21.156258,73.182172,True,4,633.0
MEGH RAJ PURA,MGRP,Himachal Pradesh,NR,32.079397,76.07141899999999,False,0,55.0
MAGARPUR,MGRR,Uttar Pradesh,NCR,25.322705000000003,78.858785,False,0,1205.0
MUGHAL SARAI JN,MGS,Uttar Pradesh,,25.278149,83.11925000000001,True,233,1205.0
MAGNESITE JN,MGSJ,Tamil Nadu,,11.696253,78.096286,False,0,557.0
MGSO,MGSO,,,,,False,0,
Magra Hat,MGT,West Bengal,ER,22.242111,88.37271299999999,False,0,713.0
MEGHPUR TITODI,MGTD,Gujarat,,22.138132,69.451972,True,2,633.0
MOLAGAVALLI,MGV,Andhra Pradesh,,15.357784,77.371821,False,0,574.0
Malegaon Vyenku,MGVK,Maharashtra,SECR,21.37586,78.956134,True,2,754.0
MAGARWARA,MGW,Uttar Pradesh,,26.523705,80.428892,False,0,1205.0
Mahngarwal Doaba,MGWD,Punjab,NR,31.325405,76.088969,False,0,297.0
MAHGAWAN HALT,MGWN,Uttar Pradesh,NR,25.817255999999997,82.69625099999999,False,0,1205.0
Mailongdisa,MGX,Assam,NFR,,,False,0,278.0
Marahra,MH,Bihar,CR,25.100178,85.446664,False,0,711.0
MARAHRA,MHA,Uttar Pradesh,,27.746474000000003,78.55504400000001,False,0,1205.0
Mohadi Pragane Laling,MHAD,Maharashtra,CR,20.863002,74.77978399999999,True,2,754.0
Mahadev Buzurg,MHBG,Uttar Pradesh,NER,27.451001,82.87452,False,0,1205.0
MAHBUBNAGAR TOWN HALT,MHBT,Telangana,,16.742879000000002,77.982649,True,2,150.0
Mahtha Bazar,MHBZ,Uttar Pradesh,NER,27.391561,82.957379,False,0,1205.0
Masrakh,MHC,Bihar,NER,26.1022287466,84.8085433154,False,0,711.0
MAHEMDAVAD KHEDA RD,MHD,Gujarat,,22.819556,72.752481,True,26,633.0
MAHDEIYA,MHDA,Madhya Pradesh,ECR,24.210039,82.588309,False,0,614.0
MAHADIA PH,MHDB,Odisha,,20.750947,85.475883,False,0,235.0
Mahadevpara,MHDP,Gujarat,WR,23.677025,72.949202,False,0,633.0
Mohari Junction,MHF,Rajasthan,NCR,26.70055271,77.55378492,False,0,645.0
MAGHAR,MHH,Uttar Pradesh,,26.750013,83.133741,True,8,1205.0
MAHESRA,MHHR,Uttar Pradesh,,28.856392,78.330321,False,0,1205.0
Manihari,MHI,Bihar,NFR,25.343215469,87.6197250085,False,0,711.0
MAHAJAN,MHJ,Rajasthan,NWR,28.793007,73.85366599999999,True,14,645.0
MOHKHUTI,MHKT,Assam,,27.106537,94.80821,False,0,278.0
MAHWAL,MHL,Bihar,ECR,26.301858406599997,85.12631435489999,False,0,711.0
MONKEY HILL,MHLC,Maharashtra,,18.769161,73.36374599999999,False,0,754.0
MAHESH LETA HALT,MHLT,Bihar,,25.1511094241,86.1301575793,False,0,711.0
MAHIMBA,MHMB,Maharashtra,SCR,19.419884999999997,78.076322,False,0,754.0
Mahanadi,MHN,West Bengal,NFR,26.882301,88.318628,True,2,713.0
MAHPUR,MHO,Uttar Pradesh,NER,25.605166,83.246984,True,2,1205.0
Mhow,MHOW,Madhya Pradesh,WR,22.55518,75.771097,True,4,614.0
MUHAMMADPUR,MHP,Bihar,,26.236878,85.852798,False,0,711.0
Mhope,MHPE,Maharashtra,,18.943255,73.19412,True,2,754.0
Mahiyarpur,MHPR,Bihar,,25.4114530414,87.613385199,False,0,711.0
Mahuda,MHQ,Jharkhand,SER,23.747481,86.27078300000001,True,4,270.0
Mahendragarh,MHRG,Haryana,NWR,28.281433000000003,76.14863000000001,True,12,201.0
Mahrail,MHRL,Bihar,ECR,26.294081,86.284783,False,0,711.0
MAHENDRANATH,MHRN,Bihar,,26.000739,84.509909,False,0,711.0
MANJHI,MHT,Bihar,,25.828485,84.58475899999999,True,2,711.0
MALIHATI TALIBPUR ROAD,MHTR,West Bengal,ER,23.79372,88.126194,False,0,713.0
Manheru,MHU,Haryana,NWR,28.701227,76.203117,True,2,201.0
Mahudha,MHUA,Gujarat,WR,22.817129,72.946947,False,0,633.0
Mehuwala Halt,MHUL,Haryana,,29.411154,75.31496800000001,False,0,201.0
Mohanpur,MHUR,Jharkhand,ER,24.488460999999997,86.78564800000001,False,0,270.0
MAHUVA JN,MHV,Gujarat,WR,21.09412,71.756011,True,2,633.0
MACHROWAR,MHWL,Punjab,,31.516333,75.636644,False,0,297.0
MANIA,MIA,Rajasthan,,26.805806,77.91964999999999,False,0,645.0
Milaoli,MIAL,Madhya Pradesh,NCR,26.296423,78.120963,False,0,614.0
MIANGRAM,MIAN,West Bengal,ER,23.853212000000003,88.17146,False,0,713.0
NAGPUR MOTI BAGH,MIB,Maharashtra,,21.146062,79.088986,False,0,754.0
MADHI,MID,Gujarat,,21.145672,73.24268000000001,True,9,633.0
MIDGHAT,MIG,Madhya Pradesh,,22.828141,77.647526,False,0,614.0
MIHRAWAN,MIH,Uttar Pradesh,NR,25.871178,82.694333,True,2,1205.0
Majhdia,MIJ,West Bengal,ER,23.414561999999997,88.719031,False,0,713.0
MANIKUL,MIK,Jharkhand,,22.919528,86.066359,True,2,270.0
MILAK,MIL,Uttar Pradesh,,28.612475,79.16411699999999,True,9,1205.0
MILAKPUR HALT,MILA,Uttar Pradesh,,27.988261374,79.71796182739999,False,0,1205.0
MILE-FIVEB,MILE,West Bengal,,22.509943999999997,88.343231,False,0,713.0
Maniram,MIM,Uttar Pradesh,NER,26.838267,83.342407,False,0,1205.0
Mihinpurwa,MIN,Uttar Pradesh,NER,28.0273441203,81.38446715209999,True,2,1205.0
MIYANA,MINA,Madhya Pradesh,WCR,24.85653,77.472164,True,4,614.0
MAIKALGANJ,MINJ,Uttar Pradesh,,27.7175372166,80.3378219061,True,3,1205.0
Molisar,MIO,Rajasthan,NWR,28.13104,74.739025,False,0,645.0
MARRIPALEM,MIPM,Andhra Pradesh,,17.7363,83.252629,True,10,574.0
MIRHAKUR,MIQ,Uttar Pradesh,NCR,27.151203539700003,77.8660122473,True,2,1205.0
MAIJAPUR,MIR,Uttar Pradesh,,27.141734,81.773788,False,0,1205.0
MIRA ROAD,MIRA,Maharashtra,WR,19.280299,72.856072,False,0,754.0
MITHA,MITA,Gujarat,,24.082494,71.672422,False,0,633.0
MARIPAT,MIU,Uttar Pradesh,,28.586886,77.495428,False,0,1205.0
Mighauna,MIW,Uttar Pradesh,NER,28.24322,79.826515,False,0,1205.0
Manipuram Cabin,MIX,Andhra Pradesh,,16.29953,80.45759,False,0,574.0
MANIYAN,MIYN,Bihar,,25.5232741031,87.6069420667,False,0,711.0
MARWAR JN,MJ,Rajasthan,NWR,25.720478999999997,73.609301,True,86,645.0
MEJA ROAD,MJA,Uttar Pradesh,,25.221545,82.089337,True,13,1205.0
MANJARI BUDRUK,MJBK,Maharashtra,,18.512039,73.971424,True,8,754.0
MAJBAT,MJBT,Assam,,26.784587,92.287814,True,2,278.0
MUJNAL,MJE,West Bengal,NFR,26.693328,89.191957,False,0,713.0
MALKAJGIRI,MJF,Telangana,,17.448392000000002,78.529606,True,24,150.0
MAJHAGAWAN,MJG,Madhya Pradesh,WCR,24.913389,80.811656,True,9,614.0
MAJHGAWAN PHATA,MJGP,Madhya Pradesh,,23.8831332893,80.3474740967,False,0,614.0
MAJADA HALT,MJHL,Uttar Pradesh,NR,28.461762,78.74320900000001,False,0,1205.0
MAJHIARI,MJHR,Uttar Pradesh,NCR,25.1789843066,81.5188330261,False,0,1205.0
MAJRI KHADAN,MJKN,Maharashtra,,20.109731,79.01907800000001,False,0,754.0
MAJHOWLIA,MJL,Bihar,ECR,26.802772,84.619139,True,2,711.0
MANJHAULIGRAM H,MJM,Bihar,,25.478252,85.422051,False,0,711.0
Makum Junction,MJN,Assam,NFR,27.485742,95.440958,True,2,278.0
MAJRI NANGAL,MJNL,Rajasthan,NWR,28.011996999999997,76.554869,False,0,645.0
MAJORDA,MJO,Goa,KR,15.314045,73.922408,False,0,21.0
MOHARAJPUR,MJP,Jharkhand,,25.219587,87.74030800000001,False,0,270.0
Manjhra Purab,MJPB,Uttar Pradesh,NER,28.300646,81.160402,False,0,1205.0
MINJUR,MJR,Tamil Nadu,,13.281979,80.26019199999999,False,0,557.0
MAJRI JN,MJRI,Maharashtra,,20.139283,79.043522,True,15,754.0
MANJESHWAR,MJS,Kerala,SR,12.724197,74.887582,True,7,183.0
MAJERHAT,MJT,West Bengal,,22.518978,88.322256,False,0,713.0
Manjhagarh,MJV,Bihar,NER,26.417226,84.504257,False,0,711.0
MARAMJHIRI,MJY,Madhya Pradesh,,21.946123,77.883002,True,2,614.0
Majhola Pakarya,MJZ,Uttarakhand,NER,28.831681000000003,79.899341,True,2,46.0
MIRANPUR KATRA,MK,Uttar Pradesh,,28.03708,79.674809,True,4,1205.0
MOKAMEH JN,MKA,Bihar,,25.391885,85.91304899999999,True,106,711.0
MANKATHA,MKB,Bihar,,25.207216,86.056352,True,11,711.0
Manwala Kot Bakhtu,MKBH,Punjab,,30.040498999999997,74.95205,False,0,297.0
MAKSI,MKC,Madhya Pradesh,,23.251625,76.159116,True,59,614.0
MARKUNDI,MKD,Madhya Pradesh,WCR,25.017393,80.947114,False,0,614.0
MUKUNDWADI HALT,MKDD,Maharashtra,SCR,19.859544,75.367553,True,8,754.0
MAKUDI,MKDI,Telangana,,19.592555,79.44826,True,2,150.0
Morkadhana,MKDN,Madhya Pradesh,CR,22.11073,78.501566,True,2,614.0
MANAK NAGAR,MKG,Uttar Pradesh,,26.810176,80.890615,False,0,1205.0
MALAKHERA,MKH,Rajasthan,NWR,27.390236,76.618982,True,7,645.0
Makhi,MKHI,Uttar Pradesh,NR,26.661427,80.46113700000001,False,0,1205.0
MARWAR KHARA,MKHR,Rajasthan,NWR,27.0605694408,72.1300715057,False,0,645.0
BAPUDHAM MOTIHARI,MKI,Bihar,ECR,26.655520000000003,84.90525,False,0,711.0
MAKKAJIPALLI,MKJ,Andhra Pradesh,,14.19611832,77.62844748,False,0,574.0
KODAMBAKAM,MKK,Tamil Nadu,,13.052566,80.231305,False,0,557.0
MAKLIDRUG,MKL,Karnataka,,13.4095451686,77.50903739809999,True,2,416.0
MAKRAULI,MKLI,Haryana,NR,28.946971,76.62755,False,0,201.0
Marikuppam,MKM,Karnataka,SWR,12.918968,78.263789,False,0,416.0
MAKRANA JN,MKN,Rajasthan,,27.037532,74.72314899999999,True,44,645.0
MARKONA,MKO,Odisha,,21.195555,86.596117,True,4,235.0
MANIKPUR JN,MKP,Uttar Pradesh,NCR,25.063492,81.09365700000001,True,81,1205.0
MUKTAPUR,MKPR,Bihar,,25.884676,85.79556,False,1,711.0
MALIKPETH,MKPT,Maharashtra,,17.899981999999998,75.608752,True,2,754.0
MADDIKERA,MKR,Andhra Pradesh,SCR,15.256635,77.411496,True,8,574.0
MAKRERA,MKRA,Rajasthan,NWR,26.3109253108,74.5333715979,True,2,645.0
Machhakunda,MKRD,Orissa,ECoR,18.566875,82.666955,True,2,65.0
MALLICKPUR HAT,MKRH,West Bengal,,25.325703,88.676426,True,2,713.0
Moti Koral,MKRL,Gujarat,WR,21.8352421,73.2044654,False,0,633.0
MAKRONIA,MKRN,Madhya Pradesh,,23.867050000000003,78.80807700000001,True,9,614.0
Muktsar,MKS,Punjab,NR,30.47821,74.514271,True,2,297.0
MUKHASA PARUR,MKSP,Tamil Nadu,,11.566638,79.240919,False,0,557.0
Mokalsar,MKSR,Rajasthan,NWR,25.625350216,72.5180445245,True,8,645.0
Mukhtiar Balwar,MKT,Madhya Pradesh,WR,22.398362,75.973751,True,4,614.0
MUKETASHWAR,MKTP,Odisha,,19.919138,85.437914,False,0,235.0
MALKAPUR,MKU,Maharashtra,,20.891974,76.202946,True,56,754.0
MORAK,MKX,Rajasthan,,24.730953,75.97333900000001,True,7,645.0
MEKKUDI,MKY,Tamil Nadu,SR,10.87109,78.628737,False,0,557.0
Mahkepar Road,MKZ,Madhya Pradesh,,21.632916,79.67892,False,0,614.0
MALHOUR,ML,Uttar Pradesh,,26.8534491635,81.0404752448,False,1,1205.0
MALANPUR,MLAR,Madhya Pradesh,NCR,26.413117999999997,78.27281099999999,True,3,614.0
MODNIMB,MLB,Maharashtra,CR,17.9165477096,75.4055439008,True,8,754.0
MALKISAR,MLC,Rajasthan,NWR,28.654232,73.862645,True,4,645.0
MALIHABAD,MLD,Uttar Pradesh,,26.930598,80.71503200000001,True,8,1205.0
MADLAUDA,MLDE,Haryana,NR,29.399824,76.809711,False,0,201.0
MALDA TOWN,MLDT,West Bengal,,25.015659,88.130338,True,108,713.0
MALHARGARH,MLG,Madhya Pradesh,WR,24.265618,74.972666,True,5,614.0
Mandalgarh,MLGH,Rajasthan,WCR,25.194176,75.08094,True,8,645.0
MALLAPPA GATE,MLGT,Andhra Pradesh,SCR,15.225027,77.387152,True,4,574.0
MANAKLAO,MLH,Rajasthan,NWR,26.485986,73.003204,False,0,645.0
MALIYA HATINA,MLHA,Gujarat,WR,21.15957,70.29970100000001,True,10,633.0
Light House,MLHS,Tamil Nadu,SR,13.044645999999998,80.276539,False,0,557.0
MANGALIYAWAS,MLI,Rajasthan,NWR,26.278197,74.492705,True,2,645.0
MAULI HALT,MLIH,Punjab,,31.175,75.769234,False,0,297.0
MOHANLALGANJ,MLJ,Uttar Pradesh,,26.687033,80.984093,True,4,1205.0
MALKAPURAM,MLK,Andhra Pradesh,,15.368944,77.96755599999999,True,6,574.0
Maluka,MLKA,Jharkhand,SER,22.202912,85.672936,False,0,270.0
Mulewal Khaihra,MLKH,Punjab,NR,31.102966,75.29969399999999,False,0,297.0
MALIKPUR,MLKP,Uttar Pradesh,,27.161781,79.690181,False,0,1205.0
MALTHAN,MLM,Maharashtra,,18.3689511683,74.7243673877,True,2,754.0
MALLEMADUGU,MLMG,Andhra Pradesh,SCR,17.3251381906,80.1605882117,False,0,574.0
MELMARUVATTUR,MLMR,Tamil Nadu,,12.429554,79.83380100000001,True,62,557.0
MAILANI,MLN,Uttar Pradesh,NER,28.284349,80.347318,True,5,1205.0
MULUND,MLND,Maharashtra,,19.172355,72.956933,False,0,754.0
MALANCHA,MLNH,West Bengal,,25.368716000000003,88.586067,True,2,713.0
MALUR,MLO,Karnataka,,12.992108,77.940033,True,10,416.0
MALLAPUR,MLP,Karnataka,SWR,15.672447,75.610219,True,4,416.0
MELPAKKAM,MLPM,Tamil Nadu,,13.080671,79.659245,False,0,557.0
MALIPUR,MLPR,Uttar Pradesh,,26.281482,82.63130000000001,True,19,1205.0
Malkera Junction,MLQ,Jharkhand,SER,23.779733,86.29694900000001,False,0,270.0
MALKHED,MLR,Maharashtra,,20.821793,77.862831,False,0,754.0
MALASA,MLS,Uttar Pradesh,,26.28889,79.907312,False,0,1205.0
MALLASANDRA,MLSA,Karnataka,SWR,13.335173,77.015018,False,0,416.0
Malsar,MLSR,Gujarat,WR,21.88940753391553,73.31641039811075,False,0,633.0
MALSAILU,MLSU,Maharashtra,SCR,19.8680489165,77.1232376385,False,0,754.0
MALATIPATPUR,MLT,Odisha,,19.865258,85.83177,False,0,235.0
Melattur,MLTR,Kerala,SR,11.06543,76.272805,True,2,183.0
MALUGUR,MLU,Andhra Pradesh,,13.866614,77.531591,False,1,574.0
MALLARPUR,MLV,West Bengal,,24.080029,87.726275,True,10,713.0
Mallanwan,MLW,Uttar Pradesh,NR,27.0362379616,80.1583349207,False,0,1205.0
Mullanpur,MLX,Punjab,NR,30.83811,75.66501600000001,False,0,297.0
MAULA ALI,MLY,Telangana,,17.44041,78.55054100000001,True,18,150.0
Maliya,MLYA,West Bengal,ER,22.831668,88.136281,False,0,713.0
MAULA ALI,MLYC,Telangana,,17.447219,78.548135,False,0,150.0
MLYG,MLYG,Telangana,,17.455347,78.53416999999999,False,0,150.0
MELNARIYAPANUR,MLYR,Tamil Nadu,,11.615911,78.814791,False,0,557.0
MALARNA,MLZ,Rajasthan,WCR,26.231078,76.534634,True,8,645.0
MUMBAI MAHIM JN,MM,Maharashtra,WR,19.040547,72.84687600000001,False,0,754.0
MUHAMMADABAD,MMA,Uttar Pradesh,,26.026235,83.376007,True,18,1205.0
MAHMUDABAD AVADH,MMB,Uttar Pradesh,,27.288295,81.114404,True,2,1205.0
MAHAMANDIR,MMC,Rajasthan,NWR,26.3087448868,73.037935174,False,0,645.0
MOOR MARKET,MMCC,Tamil Nadu,,13.084876,80.275222,False,0,557.0
Maheshmunda,MMD,Jharkhand,ER,24.232416,86.38903300000001,True,4,270.0
MUTHALAMADA,MMDA,Kerala,,10.626386,76.77172300000001,False,0,183.0
MOHINI MANDAL(H,MMDL,Bihar,,26.678676999999997,85.389062,False,0,711.0
Mohamadpur,MMDP,Bihar,,24.877386,85.41562499999999,False,0,711.0
Mul Marora,MME,Maharashtra,SECR,20.053466,79.65827900000001,True,2,754.0
Madhyamgram,MMG,West Bengal,ER,22.693938,88.45225400000001,False,0,713.0
MAHADANAPURAM,MMH,Tamil Nadu,SR,10.953711,78.299178,False,1,557.0
MADURANTAKAM,MMK,Tamil Nadu,,12.50442,79.89308700000001,True,7,557.0
MEMRAKHABAD,MMKB,Bihar,,25.472508,85.82685199999999,False,1,711.0
MADAN MAHAL,MML,Madhya Pradesh,WCR,23.159475,79.920425,True,29,614.0
MAHUAMILAN,MMLN,Jharkhand,,23.662241,84.854527,False,0,270.0
MANDAPAM,MMM,Tamil Nadu,SR,9.280516,79.157354,True,10,557.0
MARAIMALAM NAGAR,MMNK,Tamil Nadu,,12.79662,80.019875,False,0,557.0
MAMBALAPPATTU JN,MMP,Tamil Nadu,SR,11.95223333,79.37390499,False,0,557.0
MANTAPAMPALLE,MMPL,Andhra Pradesh,,14.321639,79.078603,True,2,574.0
MAMDAPUR,MMPR,Telangana,,17.3825749479,78.97793132449999,True,2,150.0
MANMAD JN,MMR,Maharashtra,,20.249887,74.438305,True,185,754.0
MANMAD B CABIN,MMRB,Maharashtra,,20.2314735706,74.44955586180001,False,0,754.0
MANDASA ROAD,MMS,Andhra Pradesh,,18.840628,84.494113,True,4,574.0
MUGMA,MMU,Jharkhand,,23.751414,86.747614,False,0,270.0
MAHALI MARUP,MMV,Jharkhand,,22.757135,85.879316,True,6,270.0
Murga Mahadev Road,MMVR,Odisha,,22.06048608,85.46586180999999,True,2,235.0
MARWAR MATHANYA,MMY,Rajasthan,NWR,26.532173,72.978778,True,6,645.0
MANDAMARI,MMZ,Telangana,,18.971272,79.47014800000001,True,2,150.0
MINAMBAKKAM,MN,Tamil Nadu,,12.98432,80.174625,False,0,557.0
MANKAR,MNAE,West Bengal,,23.420373,87.555822,True,7,713.0
MADANKATA,MNC,Jharkhand,,24.140881,86.70195,True,2,270.0
Monacherra,MNCR,Assam,?,24.611951,92.550058,False,0,278.0
MUNDERWA,MND,Uttar Pradesh,,26.776435,82.903373,True,2,1205.0
MANDURA,MNDA,Maharashtra,,20.78015,77.52258400000001,False,0,754.0
MANDIR HASAUD,MNDH,Chhattisgarh,,21.226192,81.772807,True,3,162.0
MANDI DHANAURA,MNDR,Uttar Pradesh,NR,28.953119,78.26149799999999,True,7,1205.0
MANDAWARIYA,MNDV,Rajasthan,,26.621072,74.890472,False,0,645.0
Mandaveli,MNDY,Tamil Nadu,SR,13.027861,80.260507,False,0,557.0
MANSI JN,MNE,Bihar,,25.509398,86.554446,True,31,711.0
MANDA ROAD,MNF,Uttar Pradesh,,25.162718,82.236678,True,8,1205.0
MUNIGUDA,MNGD,Odisha,,19.62753,83.488343,True,40,235.0
Mohan Nagar,MNGR,Rajasthan,,29.45876,73.523178,False,0,645.0
MYSORE NEW GOOD,MNGT,Karnataka,SWR,12.338553999999998,76.642542,False,0,416.0
Mota Miya Mangrol,MNGV,Gujarat,WR,21.4615072,73.1537192,False,0,633.0
Mindha,MNHA,Rajasthan,NWR,27.112061,75.33241,False,0,645.0
MAJHAIRAN HIMACHAL,MNHL,Himachal Pradesh,NR,32.046378,76.60279299999999,False,0,55.0
MANGAON,MNI,Maharashtra,KR,18.247286000000003,73.275679,True,15,754.0
MANOHARGANJ,MNJ,Uttar Pradesh,,25.524992,81.55907499999999,True,4,1205.0
Manjhlepur,MNJR,Uttar Pradesh,NR,25.994578,81.178625,False,0,1205.0
MIYONKA BARA,MNKB,Rajasthan,NWR,25.872727,72.728511,False,0,645.0
MANIKALAN HALT,MNKN,Uttar Pradesh,NR,25.917549,82.691157,False,0,1205.0
MINCHNAL,MNL,Karnataka,SWR,16.971395,75.822432,True,6,416.0
Manali Halt,MNLI,Tamil Nadu,SR,,,False,0,557.0
MANAMADURAI JN,MNM,Tamil Nadu,SR,9.681539,78.45351,True,20,557.0
Manamadurai East,MNME,Tamil Nadu,SR,9.697777,78.45434999999999,False,0,557.0
MANI MAU,MNMU,Uttar Pradesh,,26.98913852,79.9651825488,False,0,1205.0
MEHNAR ROAD,MNO,Bihar,ECR,25.654307800700003,85.504477691,True,5,711.0
MANANPUR,MNP,Bihar,,25.1049319287,86.15540512449999,True,21,711.0
MINAPUR,MNPR,Punjab,,30.911265,76.567332,False,0,297.0
MUNGILIPATTU,MNPT,Andhra Pradesh,,13.5565460528,79.2410982153,False,0,574.0
MAINPURI,MNQ,Uttar Pradesh,NCR,27.216507,79.034774,True,4,1205.0
MAKKHANPUR,MNR,Uttar Pradesh,,27.119485,78.4715,False,0,1205.0
Manshahi,MNS,Bihar,NFR,25.4756828749,87.5881226697,False,0,711.0
MANAKSAR,MNSR,Rajasthan,NWR,29.680074,74.383621,True,8,645.0
MULANTURUTTI,MNTT,Kerala,,9.901576,76.389673,True,2,183.0
MUNDIKOTA,MNU,Maharashtra,,21.372513,79.834833,True,2,754.0
MANNANUR,MNUR,Kerala,,10.749322,76.323555,False,0,183.0
MUNGAOLI,MNV,Madhya Pradesh,,24.402175,78.11099,True,20,614.0
MNVL,MNVL,Kashmir,,32.7689671,75.132188,False,0,4.0
MANWAL,MNWL,Jammu and Kashmir,NR,32.769105,75.13222499999999,False,0,16.0
Manganallur,MNX,Tamil Nadu,,11.0242096,79.6498049,False,0,557.0
MANKARAI,MNY,Kerala,,10.771526,76.500232,False,0,183.0
MANANI,MNZ,Uttar Pradesh,NR,29.884915,77.498609,False,0,1205.0
MOHOL,MO,Maharashtra,,17.805205,75.675995,True,10,754.0
MANOPAD,MOA,Telangana,,15.994114,77.941968,False,1,150.0
Manipur Bagan,MOAR,Assam,?,24.400845,92.54072,False,0,278.0
MANOHARABAD,MOB,Andhra Pradesh,SCR,17.75573,78.45439599999999,True,2,574.0
Moabund,MOBD,Assam,NFR,26.66857,94.071748,False,0,278.0
MORAMPUDI,MOD,Andhra Pradesh,,16.3531150213,80.620208194,False,0,574.0
MONDH,MOF,Uttar Pradesh,,25.427572,82.48463699999999,True,7,1205.0
